timestep,c_com_1[1],c_com_1[2],c_com_1[3],c_com_2[1],c_com_2[2],c_com_2[3],c_vel_1[1],c_vel_1[2],c_vel_1[3],c_vel_2[1],c_vel_2[2],c_vel_2[3],c_q_1[1],c_q_1[2],c_q_1[3],c_q_1[4],c_q_2[1],c_q_2[2],c_q_2[3],c_q_2[4],c_av_1[1],c_av_1[2],c_av_1[3],c_av_2[1],c_av_2[2],c_av_2[3],c_am_1[1],c_am_1[2],c_am_1[3],c_am_2[1],c_am_2[2],c_am_2[3],c_i_1[1],c_i_1[2],c_i_1[3],c_i_2[1],c_i_2[2],c_i_2[3]
470000.0,68.5423,93.1631,13.5302,66.5762,84.9037,9.43703,-0.735295,0.426856,0.511545,-0.689669,-0.862872,-0.572943,0.0451603,0.251988,0.290757,-0.921913,-0.744113,0.117553,0.0312163,-0.656889,-1.24691,-0.908018,-0.251056,-0.818356,0.172848,-0.152876,-3.89824,-2.64148,-0.440925,-4.92374,1.06792,-0.733328,3.0,3.0,6.0,6.0,3.0,3.0
480000.0,68.4687,93.2056,13.5813,66.5073,84.8175,9.37979,-0.735804,0.424699,0.510471,-0.68916,-0.860715,-0.571869,0.092058,0.310847,0.287656,-0.901196,-0.715388,0.1188,0.0377146,-0.68752,-1.23865,-0.921787,-0.241578,-0.819616,0.167863,-0.151679,-3.89824,-2.64148,-0.440925,-4.92374,1.06792,-0.733328,3.0,3.0,6.0,6.0,3.0,3.0
490000.0,68.3951,93.248,13.6323,66.4384,84.7315,9.32265,-0.736311,0.422508,0.509368,-0.688652,-0.858525,-0.570766,0.13769,0.368341,0.282498,-0.874964,-0.685346,0.119943,0.0439077,-0.716929,-1.23153,-0.934281,-0.229712,-0.820936,0.163175,-0.14964,-3.89824,-2.64148,-0.440925,-4.92374,1.06792,-0.733328,3.0,3.0,6.0,6.0,3.0,3.0
500000.0,68.3215,93.2901,13.6831,66.3695,84.6458,9.26563,-0.736818,0.420285,0.508237,-0.688146,-0.856301,-0.569635,0.181795,0.424097,0.275249,-0.843404,-0.654041,0.12095,0.0497723,-0.745066,-1.22571,-0.945188,-0.215751,-0.822279,0.158921,-0.146818,-3.89824,-2.64148,-0.440925,-4.92374,1.06792,-0.733328,3.0,3.0,6.0,6.0,3.0,3.0
510000.0,68.2478,93.3321,13.7339,66.3007,84.5603,9.20873,-0.737323,0.418028,0.507078,-0.687641,-0.854044,-0.568476,0.224121,0.477754,0.265892,-0.806736,-0.621534,0.121786,0.0552898,-0.771885,-1.22136,-0.954238,-0.200043,-0.823607,0.155221,-0.143295,-3.89824,-2.64148,-0.440925,-4.92374,1.06792,-0.733328,3.0,3.0,6.0,6.0,3.0,3.0
520000.0,68.174,93.3738,13.7846,66.232,84.475,9.15194,-0.737827,0.415738,0.505892,-0.687137,-0.851755,-0.56729,0.264435,0.528955,0.254425,-0.765212,-0.587886,0.122417,0.0604463,-0.79734,-1.21857,-0.961207,-0.182977,-0.82488,0.152182,-0.13917,-3.89824,-2.64148,-0.440925,-4.92374,1.06792,-0.733328,3.0,3.0,6.0,6.0,3.0,3.0
530000.0,68.1002,93.4152,13.8351,66.1633,84.3899,9.09527,-0.73833,0.413416,0.504677,-0.686634,-0.849432,-0.566075,0.302521,0.577359,0.240862,-0.719113,-0.553161,0.122809,0.0652328,-0.821386,-1.21741,-0.965922,-0.164975,-0.826063,0.149891,-0.134563,-3.89824,-2.64148,-0.440925,-4.92374,1.06792,-0.733328,3.0,3.0,6.0,6.0,3.0,3.0
540000.0,68.0264,93.4564,13.8855,66.0947,84.3051,9.03872,-0.738831,0.41106,0.503435,-0.686133,-0.847077,-0.564833,0.338177,0.622641,0.225234,-0.668748,-0.517426,0.122926,0.0696452,-0.843984,-1.21791,-0.968266,-0.146485,-0.827122,0.148415,-0.129606,-3.89824,-2.64148,-0.440925,-4.92374,1.06792,-0.733328,3.0,3.0,6.0,6.0,3.0,3.0
550000.0,67.9524,93.4974,13.9358,66.0261,84.2205,8.9823,-0.739331,0.408673,0.502165,-0.685633,-0.844689,-0.563563,0.371223,0.66449,0.207589,-0.614454,-0.48075,0.122739,0.0736842,-0.865093,-1.22006,-0.968181,-0.127965,-0.828025,0.147795,-0.124442,-3.89824,-2.64148,-0.440925,-4.92374,1.06792,-0.733328,3.0,3.0,6.0,6.0,3.0,3.0
560000.0,67.8785,93.5382,13.9859,65.9575,84.1362,8.92601,-0.739829,0.406252,0.500868,-0.685135,-0.842269,-0.562266,0.401498,0.702615,0.18799,-0.556589,-0.443202,0.122215,0.0773552,-0.884676,-1.22381,-0.965669,-0.109874,-0.828748,0.148049,-0.119219,-3.89824,-2.64148,-0.440925,-4.92374,1.06792,-0.733328,3.0,3.0,6.0,6.0,3.0,3.0
